impactPosX,impactPosY,impactVelX,impactVelY,impactAngularVel,spinDirection,spinMagnitude,distanceToStumps,willHitStumps
5.403873,-3.153538,17.463720,6.185563,227.878200,0,10.000000,2.600663,1
5.543200,-3.126667,18.219720,6.295998,-1310.716000,1,10.000000,2.460064,1
5.515500,-1.984567,14.271540,4.507382,218.387900,0,10.000000,2.683998,0
5.359159,-2.679572,19.187640,6.036305,-1354.030000,1,10.000000,2.660209,1
5.350072,-2.590791,16.460600,5.411162,211.747600,0,10.000000,2.681338,1
5.534050,-2.571448,17.726570,5.613358,-1332.184000,1,10.000000,2.502912,1
5.280837,-2.489836,20.468070,-8.661295,-767.335700,1,10.000000,2.766608,1
5.567004,-1.973778,15.097250,4.670819,191.424700,0,10.000000,2.640569,0
5.395120,-2.294799,18.079230,5.878896,-1370.959000,1,10.000000,2.698650,0
5.516280,-1.934562,17.749000,5.578765,-1392.409000,1,10.000000,2.702596,0
5.262753,-2.531471,17.327600,5.672149,-1337.101000,1,10.000000,2.777056,0
5.429544,-2.422793,18.131390,5.684964,-1354.756000,1,10.000000,2.634466,0
5.314797,-2.594942,19.116090,6.172805,-1365.457000,1,10.000000,2.715582,1
5.467420,-1.883664,14.995220,4.338374,187.580500,0,10.000000,2.767701,0
5.464578,-3.291830,21.490660,-10.146510,-768.103100,1,10.000000,2.552161,1
5.653374,-2.009864,21.088960,-7.861340,-767.335700,1,10.000000,2.546963,1
5.491410,-1.901767,13.904710,4.300204,205.840900,0,10.000000,2.738456,0
5.570974,-1.921645,15.920700,4.914296,172.683900,0,10.000000,2.657634,0
5.850045,-2.114646,16.716300,5.218738,-1344.370000,1,10.000000,2.325114,0
5.829948,-2.241559,15.024660,4.504484,220.295900,0,10.000000,2.298773,0
5.629252,-2.724237,15.921990,5.366152,229.866400,0,10.000000,2.386732,1
5.926770,-2.762611,17.953850,-8.659350,-762.747500,1,10.000000,2.086777,1
5.926785,-2.017092,15.167660,4.312637,204.699400,0,10.000000,2.294413,0
5.644910,-2.773955,17.338370,5.777317,-1312.760000,1,10.000000,2.365913,1
5.797243,-2.827531,18.648780,5.866334,-1322.401000,1,10.000000,2.209499,1
5.683442,-2.789196,18.476360,5.924417,-1327.268000,1,10.000000,2.326129,1
5.831255,-2.986748,19.441300,-9.179731,-765.038200,1,10.000000,2.168786,1
5.988024,-1.856315,14.156830,4.068859,206.932000,0,10.000000,2.314317,0
5.754823,-2.333852,14.517980,4.832553,223.829300,0,10.000000,2.341916,0
5.620184,-3.217825,14.599100,6.115174,244.442400,0,10.000000,2.389764,1
5.850852,-2.537161,17.659720,5.570348,-1327.823000,1,10.000000,2.198421,1
5.663355,-2.822060,20.320190,6.476802,-1360.006000,1,10.000000,2.343410,1
5.481658,-2.529865,19.502590,-8.556515,-765.803200,1,10.000000,2.561850,1
5.878943,-2.624851,19.387040,6.006135,-1350.738000,1,10.000000,2.153977,1
5.761569,-3.108573,19.145980,6.403606,-1320.526000,1,10.000000,2.241062,1
5.767569,-2.799418,19.344810,-8.895897,-765.038200,1,10.000000,2.241424,1
5.604949,-2.020962,15.953900,5.013633,180.163800,0,10.000000,2.587429,0
5.615013,-2.207665,14.363480,4.731128,225.448500,0,10.000000,2.513157,0
5.633350,-3.247194,20.376380,-9.793317,-766.569100,1,10.000000,2.379524,1
5.506265,-2.726927,16.200110,5.423767,225.804500,0,10.000000,2.508641,1
5.635656,-2.441745,18.430930,5.911310,-1357.867000,1,10.000000,2.429356,0
5.503902,-2.756842,17.655100,5.883444,-1323.071000,1,10.000000,2.507914,1
5.747321,-2.560139,19.181370,6.107246,-1359.203000,1,10.000000,2.295222,1
5.587387,-2.158740,18.969410,5.975692,-1395.573000,1,10.000000,2.555078,0
5.809840,-3.210846,20.519010,6.735267,-1334.010000,1,10.000000,2.200285,1
5.525524,-2.924999,20.076100,6.609050,-1340.491000,1,10.000000,2.475612,1
5.831187,-1.996472,15.834880,4.725308,187.650100,0,10.000000,2.389732,0
5.679083,-3.178960,15.928770,5.943484,245.175600,0,10.000000,2.327806,1
5.705457,-2.483667,17.464960,5.387784,-1328.399000,1,10.000000,2.351920,1
5.558517,-3.224758,17.154690,6.336205,230.411100,0,10.000000,2.451806,1
5.475039,-2.599482,14.514910,5.091249,234.700200,0,10.000000,2.556529,1
5.436578,-2.694825,17.054490,5.613347,-1315.562000,1,10.000000,2.581524,1
5.758387,-2.884790,19.803880,6.258783,-1340.952000,1,10.000000,2.244572,1
5.589191,-3.278097,20.981990,-9.975067,-767.335700,1,10.000000,2.426796,1
5.699770,-3.128673,17.638580,-9.167771,762.747500,0,10.000000,2.303826,1
5.512726,-3.106398,17.105000,6.190813,-1300.347000,1,10.000000,2.489549,1
5.408566,-2.221985,21.394080,-8.301949,-768.103100,1,10.000000,2.705705,1
5.689945,-1.940598,16.993350,5.100221,-1366.760000,1,10.000000,2.541394,0
5.416375,-2.229342,14.501770,4.516091,219.329200,0,10.000000,2.696114,0
5.706576,-2.831997,18.497180,6.144058,-1329.797000,1,10.000000,2.299569,1
5.699401,-2.072850,18.564300,5.734492,-1390.427000,1,10.000000,2.480395,0
5.773870,-2.800482,19.842950,6.112805,-1344.586000,1,10.000000,2.235054,1
5.637197,-2.133989,16.440480,4.956363,-1338.276000,1,10.000000,2.516509,0
5.602692,-2.629944,16.797980,5.626558,209.589600,0,10.000000,2.425702,1
5.384468,-2.505699,20.640790,-8.687734,-767.335700,1,10.000000,2.661830,1
5.160460,-3.153780,18.424950,-9.432811,765.038200,0,10.000000,2.843701,1
5.397111,-2.221962,20.661860,-8.214839,-767.335700,1,10.000000,2.716684,1
5.368890,-3.056750,20.614830,-9.606155,-767.335700,1,10.000000,2.631722,1
