spinType,speed,spinAmount,timeSinceRelease,ballPosX,ballPosY,ballVelX,ballVelY,ballAngularVel,distanceToStumps,distanceToPad,hitPad, reachedPad, willHitStumps
1,0.959670,10.000000,0.167321,-3.950817,0.493812,19.057390,-3.850376,-784.396100,12.451050,10.095760,0,0,1
1,0.959670,10.000000,0.233672,-2.426227,0.146542,19.057390,-4.635176,-781.266300,10.890680,8.541753,0,0,1
1,0.959670,10.000000,0.301052,-1.282784,-0.155112,19.057390,-5.223775,-778.927100,9.708937,7.364353,0,0,1
1,0.959670,10.000000,0.351353,-0.520489,-0.375835,19.057390,-5.616175,-777.371500,8.915434,6.573366,0,0,1
1,0.959670,10.000000,0.401428,0.622954,-0.736350,19.057390,-6.204775,-775.044000,7.716535,5.377297,0,0,1
1,0.959670,10.000000,0.467847,1.766397,-1.132180,19.057390,-6.793375,-772.723400,6.507423,4.169119,0,0,1
1,0.959670,10.000000,0.534537,3.290988,-1.714890,19.057390,-7.578174,-769.640100,4.881219,2.538240,0,0,1
1,0.959670,10.000000,0.601295,4.434431,-2.193124,19.057390,-8.166774,-767.335700,3.655726,1.299282,0,0,1
1,0.959670,10.000000,0.667834,5.577875,-2.706674,19.057390,-8.755375,-765.038200,2.439822,0.048430,1,0,1
1,0.959670,10.000000,0.684651,5.959023,-2.885705,19.057390,-8.951575,-764.273900,2.044175,0.375435,1,1,1
1,1.048485,10.000000,0.050302,-6.167323,0.887170,20.816940,-2.918841,-789.114500,14.690920,12.326100,0,0,1
1,1.048485,10.000000,0.100376,-4.918308,0.688496,20.816940,-3.507441,-786.751800,13.434570,11.075350,0,0,1
1,1.048485,10.000000,0.166796,-3.669292,0.454506,20.816940,-4.096041,-784.396100,12.169880,9.816624,0,0,1
1,1.048485,10.000000,0.233485,-2.003937,0.087583,20.816940,-4.880840,-781.266300,10.469570,8.124850,0,0,1
1,1.048485,10.000000,0.300243,-0.754921,-0.228812,20.816940,-5.469440,-778.927100,9.183035,6.845194,0,0,1
1,1.048485,10.000000,0.366782,0.494095,-0.580522,20.816940,-6.058040,-776.594900,7.886222,5.555780,0,0,1
1,1.048485,10.000000,0.416835,1.743111,-0.967548,20.816940,-6.646639,-774.269700,6.578718,4.256495,0,0,1
1,1.048485,10.000000,0.483537,2.992126,-1.389890,20.816940,-7.235239,-771.951500,5.260347,2.948195,0,0,1
